City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Huaihua,CN,2020-12-23 03:09:03,27.55,109.96,48.31,60,100,0.63
284,Rio Grande,BR,2020-12-23 03:07:45,-32.03,-52.1,65.61,82,0,10.74
285,Kulhudhuffushi,MV,2020-12-23 03:09:20,6.62,73.07,81.46,81,71,19.13
286,Moranbah,AU,2020-12-23 03:09:20,-22.0,148.05,90.81,45,70,10.49
287,Vestmannaeyjar,IS,2020-12-23 03:09:20,63.44,-20.27,34.09,88,36,14.41
288,Sekoma,BW,2020-12-23 03:09:21,-24.4,23.88,73.44,80,100,3.53
289,Luau,AO,2020-12-23 03:05:13,-10.71,22.22,64.36,99,100,2.46
290,Cabo San Lucas,MX,2020-12-23 03:09:21,22.89,-109.91,68.0,77,20,3.36
291,Boyolangu,ID,2020-12-23 03:09:21,-8.12,111.89,83.75,66,25,9.01
292,Okahandja,NA,2020-12-23 03:09:22,-21.98,16.92,68.0,56,89,4.7
293,Opuwo,NA,2020-12-23 03:09:22,-18.06,13.84,68.27,39,93,4.27
294,Katsuura,JP,2020-12-23 03:09:22,35.13,140.3,54.0,57,0,3.36
295,Harper,LR,2020-12-23 03:09:22,4.38,-7.72,78.1,86,69,10.56
296,Qasigiannguit,GL,2020-12-23 03:09:22,68.82,-51.19,23.0,79,43,6.93
297,Southbridge,US,2020-12-23 03:07:44,42.08,-72.03,39.2,51,40,21.92
298,Tricase,IT,2020-12-23 03:09:23,39.93,18.36,42.8,100,75,2.24
299,Bardiyah,LY,2020-12-23 03:09:23,31.76,25.09,59.32,74,57,9.01
300,Eenhana,NA,2020-12-23 03:09:23,-17.47,16.33,77.0,38,90,8.05
301,Paita,PE,2020-12-23 03:09:24,-5.09,-81.11,68.83,79,99,11.3
302,Luis Correia,BR,2020-12-23 03:09:24,-2.88,-41.67,79.45,77,11,10.87
303,Gouyave,GD,2020-12-23 03:09:24,12.16,-61.73,78.8,83,20,6.93
304,Kaeo,NZ,2020-12-23 03:09:24,-35.1,173.78,72.34,62,100,8.93
305,Chihuahua,MX,2020-12-23 03:09:25,28.5,-106.0,54.0,23,5,4.7
306,Biak,ID,2020-12-23 03:09:25,-0.91,122.88,84.72,67,96,2.48
307,Luderitz,NA,2020-12-23 03:09:25,-26.65,15.16,60.8,93,0,9.64
308,Tutoia,BR,2020-12-23 03:09:25,-2.76,-42.27,80.13,76,10,10.74
309,Shimoda,JP,2020-12-23 03:09:25,34.67,138.95,55.4,50,20,9.17
310,Naze,JP,2020-12-23 03:09:26,28.37,129.48,68.0,56,20,12.75
311,Hede,CN,2020-12-23 03:09:26,33.77,120.25,50.86,61,67,8.37
312,Doka,SD,2020-12-23 03:09:26,13.52,35.77,71.19,53,2,10.25
313,Payo,ID,2020-12-23 03:09:26,-3.75,103.64,86.63,64,75,2.98
314,Pacifica,US,2020-12-23 03:08:51,37.61,-122.49,53.6,58,20,8.05
315,Mantua,IT,2020-12-23 03:07:59,45.17,10.78,48.0,96,87,0.74
316,Bubaque,GW,2020-12-23 03:09:27,11.28,-15.83,80.04,65,97,7.54
317,Quatre Cocos,MU,2020-12-23 03:09:27,-20.21,57.76,79.0,78,40,12.75
318,Ixtapa,MX,2020-12-23 03:09:28,20.7,-105.2,70.0,94,20,2.04
319,Rocha,UY,2020-12-23 03:09:28,-34.48,-54.33,53.33,87,0,6.73
320,Singkang,MY,2020-12-23 03:09:28,2.1,102.8,80.6,88,20,2.24
321,Quelimane,MZ,2020-12-23 03:09:28,-17.88,36.89,84.2,83,0,5.82
322,Abu Zabad,SD,2020-12-23 03:09:29,12.35,29.25,69.67,26,8,10.8
323,Bonthe,SL,2020-12-23 03:09:29,7.53,-12.51,78.4,84,63,4.38
324,Akcakoca,TR,2020-12-23 03:09:29,41.09,31.12,41.27,75,98,0.49
325,Camapua,BR,2020-12-23 03:09:29,-19.53,-54.04,75.76,82,62,4.85
326,Chapais,CA,2020-12-23 03:09:29,49.78,-74.85,5.0,77,90,10.29
327,Ugoofaaru,MV,2020-12-23 03:09:30,5.67,73.0,81.63,80,48,17.58
328,Naryan-Mar,RU,2020-12-23 03:09:30,67.67,53.09,-19.16,84,72,10.31
329,Marienburg,PL,2020-12-23 03:09:30,54.04,19.03,41.0,100,100,9.64
330,Calama,CL,2020-12-23 03:06:24,-22.47,-68.93,59.0,45,0,13.87
331,Pandharpur,IN,2020-12-23 03:09:31,17.67,75.33,65.48,58,62,9.31
332,Hermosillo,MX,2020-12-23 03:04:40,29.07,-110.97,68.0,31,20,3.15
333,Tautira,PF,2020-12-23 03:09:31,-17.73,-149.15,75.2,83,75,11.41
334,Kletnya,RU,2020-12-23 03:09:32,53.39,33.22,19.4,92,20,11.18
335,Cartagena,CO,2020-12-23 03:08:23,10.4,-75.51,80.6,88,0,8.05
336,Wajir,KE,2020-12-23 03:09:32,1.75,40.06,77.18,80,48,13.13
337,Dingle,PH,2020-12-23 03:09:32,11.0,122.67,84.47,76,32,11.83
338,Chhuikhadan,IN,2020-12-23 03:09:32,21.53,80.98,63.32,36,37,2.8
339,Domoni,KM,2020-12-23 03:09:33,-12.26,44.53,78.3,79,4,8.32
340,Husavik,IS,2020-12-23 03:09:33,66.04,-17.34,19.4,79,75,6.93
341,Kabo,CF,2020-12-23 03:09:33,7.7,18.63,69.8,29,44,3.33
342,Caravelas,BR,2020-12-23 03:09:33,-17.71,-39.25,76.5,84,38,9.48
343,Tashtyp,RU,2020-12-23 03:09:34,52.79,89.9,9.55,92,100,9.66
344,Ust-Barguzin,RU,2020-12-23 03:09:34,53.45,108.98,14.02,86,100,5.99
345,Geraldton,AU,2020-12-23 03:09:34,-28.77,114.6,105.8,9,0,19.46
346,Isakly,RU,2020-12-23 03:09:34,54.13,51.53,15.19,96,100,6.55
347,Mount Gambier,AU,2020-12-23 03:05:40,-37.83,140.77,60.8,63,90,11.41
348,Padang,ID,2020-12-23 03:09:35,-0.95,100.35,85.87,63,26,2.3
349,Sao Joao Do Piaui,BR,2020-12-23 03:04:46,-8.36,-42.25,75.94,76,100,3.33
350,Asha,RU,2020-12-23 03:09:35,55.0,57.27,12.96,95,100,8.1
351,Vila Velha,BR,2020-12-23 03:09:34,-20.33,-40.29,78.8,83,75,4.7
352,Dawei,MM,2020-12-23 03:09:36,14.08,98.2,80.08,49,0,4.09
353,College,US,2020-12-23 03:08:10,64.86,-147.8,26.6,79,75,4.63
354,Polson,US,2020-12-23 03:06:49,47.69,-114.16,26.01,52,100,1.81
355,Pasighat,IN,2020-12-23 03:09:36,28.07,95.33,68.0,41,0,1.07
356,Saint-Pierre,RE,2020-12-23 03:09:36,-21.34,55.48,78.8,74,40,13.87
357,Bereda,ES,2020-12-23 03:09:37,43.27,-7.54,54.0,86,100,13.0
358,Waddan,LY,2020-12-23 03:09:37,29.16,16.14,56.28,64,100,6.53
359,Yuzhno-Sukhokumsk,RU,2020-12-23 03:09:37,44.66,45.64,34.7,89,100,19.44
360,Ohafia,NG,2020-12-23 03:09:38,5.62,7.83,73.85,95,0,2.35
361,Benin,BJ,2020-12-23 03:09:38,9.5,2.25,69.15,31,0,2.66
362,Plettenberg Bay,ZA,2020-12-23 03:09:38,-34.05,23.37,68.67,93,93,5.26
363,Ponta Do Sol,PT,2020-12-23 03:09:39,32.67,-17.1,62.6,72,40,6.93
364,Karonga,MW,2020-12-23 03:09:39,-9.93,33.93,73.4,80,45,4.05
365,Koumac,NC,2020-12-23 03:09:39,-20.57,164.28,82.36,66,35,7.65
366,Cherskiy,RU,2020-12-23 03:09:39,68.75,161.3,-29.83,84,100,3.27
367,Naron,ES,2020-12-23 03:09:39,43.52,-8.15,57.99,83,100,1.99
368,Zhangjiakou,CN,2020-12-23 03:09:40,40.81,114.88,22.87,70,0,18.41
369,Srandakan,ID,2020-12-23 03:09:40,-7.94,110.25,84.22,65,8,7.4
370,Uvinza,TZ,2020-12-23 03:09:41,-5.1,30.39,64.44,89,89,1.63
371,Ust-Ordynskiy,RU,2020-12-23 03:09:41,52.8,104.75,-9.4,83,0,4.47
372,Miranda,CO,2020-12-23 03:09:41,3.25,-76.23,65.34,73,85,4.92
373,Abnub,EG,2020-12-23 03:09:41,27.27,31.15,50.0,87,0,6.93
374,Ranfurly,NZ,2020-12-23 03:09:41,-45.13,170.1,66.99,65,100,1.99
375,Dicabisagan,PH,2020-12-23 03:09:42,17.08,122.42,78.57,85,88,7.38
376,Marsa Matruh,EG,2020-12-23 03:07:24,31.35,27.25,62.6,63,40,10.29
377,Fort Morgan,US,2020-12-23 03:09:42,40.25,-103.8,44.6,45,75,48.32
378,Kutahya,TR,2020-12-23 03:09:42,39.42,29.98,26.6,86,75,4.7
379,Sioux Lookout,CA,2020-12-23 03:09:43,50.1,-91.92,17.6,85,90,6.93
380,Lahaina,US,2020-12-23 03:09:43,20.88,-156.68,82.4,83,75,11.41
381,Damaturu,NG,2020-12-23 03:09:43,11.75,11.96,68.29,26,100,5.01
382,Pachino,IT,2020-12-23 03:09:43,36.72,15.09,50.0,100,0,3.36
383,Irbeyskoye,RU,2020-12-23 03:09:44,55.64,95.45,1.63,91,100,10.47
384,Jumla,NP,2020-12-23 03:09:44,29.27,82.18,48.61,35,97,3.27
385,Henties Bay,NA,2020-12-23 03:09:44,-22.12,14.28,66.0,88,0,1.01
386,Joigny,FR,2020-12-23 03:09:44,47.98,3.4,55.0,82,100,10.29
387,Maumere,ID,2020-12-23 03:09:44,-8.62,122.21,83.12,72,97,3.6
388,Mersing,MY,2020-12-23 03:09:45,2.43,103.84,82.4,83,20,5.82
389,Nandurbar,IN,2020-12-23 03:09:45,21.37,74.25,66.25,30,65,7.56
390,Kyra,RU,2020-12-23 03:09:45,49.58,111.98,7.75,77,48,8.86
391,Grajau,BR,2020-12-23 03:08:17,-5.82,-46.14,73.8,92,100,3.18
392,Kabalo,CD,2020-12-23 03:09:46,-6.05,26.92,69.28,96,100,3.22
393,Berlevag,NO,2020-12-23 03:09:46,70.86,29.09,31.68,95,100,15.77
394,Palmer,US,2020-12-23 03:09:46,42.16,-72.33,39.2,64,75,18.34
395,Nuuk,GL,2020-12-23 03:09:46,64.18,-51.72,28.4,92,100,11.41
396,Griffith,US,2020-12-23 03:04:59,41.53,-87.42,37.99,80,1,9.17
397,Santa Rosa,PH,2020-12-23 03:09:47,14.31,121.11,90.0,66,20,9.17
398,Lavrentiya,RU,2020-12-23 03:09:47,65.58,-171.0,22.86,97,100,14.97
399,Viru,PE,2020-12-23 03:09:47,-8.42,-78.75,72.63,68,100,3.44
400,Inhambane,MZ,2020-12-23 03:09:48,-23.86,35.38,75.6,85,99,8.08
401,Komsomolskiy,UZ,2020-12-23 03:09:48,40.43,71.72,32.0,95,90,2.73
402,Westport,US,2020-12-23 03:09:48,41.14,-73.36,41.0,52,1,11.41
403,Dubai,AE,2020-12-23 03:05:29,25.26,55.3,64.4,68,0,4.7
404,Prince Rupert,CA,2020-12-23 03:06:57,54.32,-130.32,39.2,69,90,9.17
405,Moyale,KE,2020-12-23 03:09:49,3.52,39.06,68.61,55,94,7.29
406,Mpongwe,ZM,2020-12-23 03:09:49,-13.51,28.16,63.01,96,2,3.04
407,Genhe,CN,2020-12-23 03:09:49,50.78,121.52,3.61,88,94,3.15
408,Nantucket,US,2020-12-23 03:09:49,41.28,-70.1,41.0,52,1,17.22
409,Aksha,RU,2020-12-23 03:09:50,50.28,113.29,9.43,80,4,12.26
410,Buguruslan,RU,2020-12-23 03:09:50,53.66,52.44,7.03,95,97,4.74
411,Port Blair,IN,2020-12-23 03:09:50,11.67,92.75,80.92,65,64,12.71
412,Sidi Ali,DZ,2020-12-23 03:09:50,36.1,0.42,52.3,58,0,6.73
413,Bathsheba,BB,2020-12-23 03:09:51,13.22,-59.52,80.6,69,40,21.92
414,Sambava,MG,2020-12-23 03:09:51,-14.27,50.17,76.17,80,3,8.43
415,Hambantota,LK,2020-12-23 03:09:51,6.12,81.12,75.2,100,40,4.7
416,Keflavik,IS,2020-12-23 03:09:51,64.0,-22.56,35.6,69,75,12.75
417,Tarbagatay,RU,2020-12-23 03:09:51,51.48,107.36,-9.4,76,20,4.21
418,Suntar,RU,2020-12-23 03:09:52,62.14,117.63,-21.01,87,100,1.86
419,Porto Nacional,BR,2020-12-23 03:09:52,-10.71,-48.42,78.8,74,75,9.17
420,Yuancheng,CN,2020-12-23 03:09:52,36.65,107.79,22.1,82,0,1.16
421,Requena,ES,2020-12-23 03:09:52,39.49,-1.1,48.0,93,0,3.42
422,Svetlyy,RU,2020-12-23 03:09:53,54.67,20.13,44.6,93,90,15.66
423,Waipawa,NZ,2020-12-23 03:09:53,-41.41,175.52,61.0,93,100,16.11
424,Adrar,MR,2020-12-23 03:09:53,20.5,-10.07,55.9,41,0,14.07
425,Zhigansk,RU,2020-12-23 03:09:53,66.77,123.37,-47.24,77,54,1.72
426,Santo Domingo,DO,2020-12-23 03:09:53,18.5,-69.99,77.0,94,20,3.36
427,Miri,MY,2020-12-23 03:09:54,4.41,114.01,78.8,94,40,5.68
428,Uribia,CO,2020-12-23 03:09:54,11.71,-72.27,78.98,77,6,15.26
429,Paso De Carrasco,UY,2020-12-23 03:09:54,-34.86,-56.05,68.0,72,0,6.93
430,Luanda,AO,2020-12-23 03:08:31,-8.84,13.23,77.0,83,40,5.82
431,Catuday,PH,2020-12-23 03:09:54,16.29,119.81,83.37,73,0,8.5
432,Cap Malheureux,MU,2020-12-23 03:09:55,-19.98,57.61,79.0,73,34,10.0
433,Dongsheng,CN,2020-12-23 03:09:55,39.82,109.98,16.41,74,0,22.62
434,Sao Filipe,CV,2020-12-23 03:09:55,14.9,-24.5,72.59,74,35,9.57
435,Alma,CA,2020-12-23 03:08:33,48.55,-71.65,19.4,72,90,16.11
436,Dunedin,NZ,2020-12-23 03:07:09,-45.87,170.5,64.0,73,100,1.99
437,Siocon,PH,2020-12-23 03:09:56,7.71,122.14,87.64,59,0,2.77
438,Oktyabrskoye,RU,2020-12-23 03:09:56,43.06,44.74,28.4,100,100,6.71
439,Ayan,RU,2020-12-23 03:09:56,56.45,138.17,-10.46,86,0,18.54
440,Gorontalo,ID,2020-12-23 03:09:56,0.54,123.06,87.6,67,97,3.94
441,Erzurum,TR,2020-12-23 03:09:29,40.0,41.5,24.8,100,90,2.66
442,Oshikango,NA,2020-12-23 03:09:57,-17.4,15.88,77.0,38,73,8.05
443,Deniliquin,AU,2020-12-23 03:09:57,-35.53,144.97,79.0,28,0,10.47
444,San Jose,US,2020-12-23 03:07:05,37.34,-121.89,53.6,46,1,8.05
445,Mazyr,BY,2020-12-23 03:09:58,52.05,29.25,28.11,98,100,17.13
446,Anloga,GH,2020-12-23 03:09:58,5.79,0.9,80.6,88,20,3.36
447,Kushima,JP,2020-12-23 03:09:58,31.46,131.23,55.4,50,75,3.36
448,Lagoa,PT,2020-12-23 03:09:58,39.05,-27.98,55.74,66,39,21.81
449,Newport,GB,2020-12-23 03:09:59,51.59,-3.0,51.01,98,73,7.31
450,Fengzhen,CN,2020-12-23 03:09:59,40.44,113.15,17.04,75,0,14.43
451,Swan River,CA,2020-12-23 03:09:59,52.11,-101.27,-2.2,84,100,16.11
452,Tongliao,CN,2020-12-23 03:09:59,43.61,122.27,22.96,90,0,15.73
453,Launceston,AU,2020-12-23 03:09:59,-41.45,147.17,72.0,49,90,5.82
454,Sao Joao Da Barra,BR,2020-12-23 03:10:00,-21.64,-41.05,74.28,94,100,9.91
455,Brae,GB,2020-12-23 03:10:00,60.4,-1.35,39.2,86,39,10.29
456,Plast,RU,2020-12-23 03:10:00,54.37,60.81,21.94,96,76,6.13
457,Tual,ID,2020-12-23 03:10:00,-5.67,132.75,83.8,75,100,9.91
458,Tanout,NE,2020-12-23 03:10:01,14.97,8.89,67.6,24,89,8.19
459,Huarmey,PE,2020-12-23 03:10:01,-10.07,-78.15,68.29,84,100,7.58
460,Santo Antonio Do Ica,BR,2020-12-23 03:10:01,-3.1,-67.94,75.49,89,100,1.43
461,Paamiut,GL,2020-12-23 03:07:43,61.99,-49.67,34.81,82,100,11.81
462,Sann,PK,2020-12-23 03:10:02,26.04,68.14,48.2,87,0,4.7
463,Ukiah,US,2020-12-23 03:10:02,39.15,-123.21,46.99,70,1,2.71
464,Losevo,RU,2020-12-23 03:10:02,50.68,40.05,6.44,94,0,4.09
465,Tagusao,PH,2020-12-23 03:10:02,9.19,117.81,85.77,67,100,5.1
466,Presidencia Roque Saenz Pena,AR,2020-12-23 03:10:03,-26.79,-60.44,67.71,48,0,6.55
467,Rorvik,NO,2020-12-23 03:10:03,64.86,11.24,37.4,92,100,14.32
468,Shalakusha,RU,2020-12-23 03:10:03,62.22,40.25,30.11,98,97,4.99
469,Tarakan,ID,2020-12-23 03:10:03,3.3,117.63,77.47,88,100,12.66
470,Ilulissat,GL,2020-12-23 03:10:04,69.22,-51.1,23.0,79,100,6.93
471,Chernyshevskiy,RU,2020-12-23 03:10:04,63.01,112.47,-25.2,88,100,2.1
472,Ciudad Bolivar,VE,2020-12-23 03:10:04,8.12,-63.55,77.05,83,81,10.36
473,Vinh,VN,2020-12-23 03:10:05,18.67,105.67,65.19,67,91,5.77
474,Celestun,MX,2020-12-23 03:10:05,20.87,-90.4,72.01,82,0,14.05
475,Kununurra,AU,2020-12-23 03:10:05,-15.77,128.73,86.0,70,40,9.17
476,Ancud,CL,2020-12-23 03:10:06,-41.87,-73.82,53.01,87,0,3.36
477,Mayo,US,2020-12-23 03:10:06,38.89,-76.51,41.0,80,1,8.05
478,Birao,CF,2020-12-23 03:10:07,10.28,22.79,68.11,35,0,2.57
479,Baykit,RU,2020-12-23 03:10:07,61.67,96.37,-14.6,84,99,2.35
480,Pierre,US,2020-12-23 03:10:07,44.37,-100.35,42.8,56,1,5.82
481,Eyl,SO,2020-12-23 03:10:08,7.98,49.82,73.17,70,31,19.71
482,Pisco,PE,2020-12-23 03:10:08,-13.7,-76.22,66.2,88,0,17.22
483,Marawi,PH,2020-12-23 03:10:08,8.0,124.29,82.99,82,5,4.0
484,Isla Mujeres,MX,2020-12-23 03:10:09,21.23,-86.73,75.99,73,20,6.93
485,Broome,US,2020-12-23 03:10:09,42.25,-75.83,30.99,68,90,14.99
486,Jishou,CN,2020-12-23 03:10:09,28.32,109.72,48.2,65,100,0.69
487,Richmond Hill,CA,2020-12-23 03:09:09,43.87,-79.44,34.0,68,89,5.01
488,Choix,MX,2020-12-23 03:10:10,26.71,-108.32,65.55,38,22,2.59
489,San Antonio,US,2020-12-23 03:09:31,29.42,-98.49,66.2,72,90,10.29
490,Hazorasp,UZ,2020-12-23 03:10:10,41.32,61.07,19.4,67,90,6.93
491,Tornio,FI,2020-12-23 03:10:11,65.85,24.15,35.6,100,90,9.17
492,Kodinsk,RU,2020-12-23 03:10:11,58.69,99.18,-0.69,90,100,5.1
493,Kalianget,ID,2020-12-23 03:10:11,-7.05,113.93,85.78,65,8,3.09
494,Kamenka,RU,2020-12-23 03:10:11,51.32,42.77,1.99,88,0,4.36
495,Longonjo,AO,2020-12-23 03:05:54,-12.91,15.25,61.32,90,88,1.79
496,Balaipungut,ID,2020-12-23 03:10:12,1.05,101.28,84.2,66,20,8.05
497,Pedernales,DO,2020-12-23 03:10:12,18.04,-71.74,76.71,65,0,2.89
498,Manzhouli,CN,2020-12-23 03:10:13,49.6,117.43,7.25,84,95,10.09
499,Londoko,RU,2020-12-23 03:10:13,49.03,131.98,12.38,86,100,1.54
500,Adeje,ES,2020-12-23 03:10:14,28.12,-16.73,68.0,32,0,6.93
501,Hirado,JP,2020-12-23 03:10:14,33.36,129.55,55.99,76,100,10.29
502,Talara,PE,2020-12-23 03:10:14,-4.58,-81.27,68.92,83,99,12.71
503,Coos Bay,US,2020-12-23 03:10:14,43.37,-124.22,42.8,100,1,4.7
504,Verkhniye Kigi,RU,2020-12-23 03:10:15,55.41,58.6,13.78,95,100,10.02
505,Comodoro Rivadavia,AR,2020-12-23 03:05:32,-45.87,-67.5,68.0,37,0,18.34
506,Progreso,MX,2020-12-23 03:10:15,21.28,-89.67,73.0,82,0,12.15
507,Nelson Bay,AU,2020-12-23 03:10:15,-32.72,152.15,75.99,47,40,21.92
508,Nioro,GM,2020-12-23 03:10:16,13.35,-15.75,68.32,25,88,3.8
509,Zhongxing,CN,2020-12-23 03:10:16,33.7,118.68,47.89,61,56,6.35
510,Moree,AU,2020-12-23 03:10:16,-29.47,149.85,75.2,38,100,12.75
511,Cabra,ES,2020-12-23 03:10:17,37.47,-4.44,48.0,83,44,2.84
512,Kidal,ML,2020-12-23 03:10:17,18.44,1.41,58.51,32,0,14.27
513,Ostrovnoy,RU,2020-12-23 03:10:17,68.05,39.51,30.31,98,97,1.88
514,Plymouth,US,2020-12-23 03:10:17,41.83,-70.83,39.0,59,1,6.93
515,La Orilla,MX,2020-12-23 03:10:18,17.98,-102.23,74.8,79,0,3.49
516,Luan,CH,2020-12-23 03:10:18,46.36,6.98,46.99,83,99,3.0
517,Ahipara,NZ,2020-12-23 03:10:18,-35.17,173.17,72.57,63,92,10.27
518,Itaguai,BR,2020-12-23 03:10:19,-22.85,-43.78,71.01,88,90,9.17
519,Terrace,CA,2020-12-23 03:10:19,54.52,-128.6,26.6,100,90,2.24
520,Salinopolis,BR,2020-12-23 03:10:19,-0.61,-47.36,78.96,80,62,8.08
521,Nishihara,JP,2020-12-23 03:10:19,26.18,127.76,71.6,60,75,18.34
522,Takoradi,GH,2020-12-23 03:10:20,4.88,-1.76,78.33,89,1,7.54
523,Digora,RU,2020-12-23 03:10:20,43.16,44.16,28.4,100,100,6.71
524,Starosubkhangulovo,RU,2020-12-23 03:10:20,53.1,57.44,9.3,93,99,2.66
525,Masvingo,ZW,2020-12-23 03:10:21,-20.06,30.83,69.44,82,49,4.63
526,Fairbanks,US,2020-12-23 03:08:47,64.84,-147.72,26.6,68,90,2.24
527,Bhavnagar,IN,2020-12-23 03:10:21,21.77,72.15,60.8,72,0,8.59
528,Ankpa,NG,2020-12-23 03:10:21,7.37,7.63,73.11,85,0,7.52
529,Wuwei,CN,2020-12-23 03:06:39,37.93,102.64,22.12,80,0,1.57
530,Jinchang,CN,2020-12-23 03:10:22,38.5,102.17,20.93,76,0,2.68
531,Cairns,AU,2020-12-23 03:10:22,-16.92,145.77,93.99,59,86,10.29
532,Tahta,EG,2020-12-23 03:10:22,26.77,31.5,50.0,87,0,4.7
533,Huanren,CN,2020-12-23 03:10:23,41.26,125.37,30.42,95,99,6.06
534,Ca Mau,VN,2020-12-23 03:05:33,9.18,105.15,67.59,95,100,10.31
535,Upington,ZA,2020-12-23 03:10:23,-28.45,21.26,64.4,68,0,11.41
536,Hamilton,US,2020-12-23 03:10:23,39.18,-84.53,37.0,74,1,6.93
537,Babu,CN,2020-12-23 03:10:24,24.42,111.52,59.7,52,89,4.76
538,Broken Hill,AU,2020-12-23 03:10:24,-31.95,141.43,71.6,37,96,9.17
539,Itacoatiara,BR,2020-12-23 03:10:24,-3.14,-58.44,77.86,83,40,1.61
540,Lahij,YE,2020-12-23 03:10:24,13.17,44.58,68.47,81,48,5.48
541,Mizdah,LY,2020-12-23 03:10:25,31.45,12.98,50.63,89,0,5.3
542,Sur,OM,2020-12-23 03:10:25,22.57,59.53,70.23,63,0,10.67
543,Yeppoon,AU,2020-12-23 03:10:25,-23.13,150.73,89.6,49,90,13.87
544,Port-Cartier,CA,2020-12-23 03:10:25,50.03,-66.87,28.4,63,96,12.75
545,Virtsu,EE,2020-12-23 03:10:26,58.57,23.51,33.01,88,100,10.0
546,Adre,TD,2020-12-23 03:10:26,13.47,22.2,60.24,31,11,8.68
547,Atasu,KZ,2020-12-23 03:10:26,48.68,71.64,-3.19,81,0,4.68
548,Muros,ES,2020-12-23 03:10:27,42.78,-9.06,55.99,92,100,7.0
549,Faya,SA,2020-12-23 03:10:27,18.39,42.45,51.8,87,0,1.43
550,Olinda,BR,2020-12-23 03:10:27,-8.01,-34.86,78.8,65,40,9.17
551,Aviles,ES,2020-12-23 03:10:27,43.55,-5.92,59.0,76,40,4.7
552,Lata,PT,2020-12-23 03:10:27,40.16,-8.33,52.0,93,0,5.82
553,Beloha,MG,2020-12-23 03:10:28,-25.17,45.05,76.32,69,15,8.21
554,Bay Roberts,CA,2020-12-23 03:10:28,47.6,-53.26,43.0,80,90,25.28
555,Toora-Khem,RU,2020-12-23 03:10:28,52.47,96.11,1.26,90,100,0.89
556,Vila Franca Do Campo,PT,2020-12-23 03:10:28,37.72,-25.43,53.6,81,40,13.87
557,Ugra,RU,2020-12-23 03:10:29,54.78,34.33,24.35,96,100,11.21
558,Maragogi,BR,2020-12-23 03:10:29,-9.01,-35.22,76.84,80,100,8.75
559,Bassila,BJ,2020-12-23 03:10:29,9.01,1.67,71.74,40,0,0.94
560,Porto Tolle,IT,2020-12-23 03:10:30,44.95,12.32,48.0,95,67,5.5
561,North Bend,US,2020-12-23 03:10:30,43.41,-124.22,44.01,100,1,4.7
562,Tadepallegudem,IN,2020-12-23 03:10:30,16.83,81.5,68.0,77,20,6.93
563,Kasongo,CD,2020-12-23 03:10:30,-4.45,26.67,67.26,99,100,1.52
564,Vao,NC,2020-12-23 03:10:30,-22.67,167.48,77.32,69,60,5.68
565,Vikevag,NO,2020-12-23 03:10:31,59.1,5.7,45.0,75,75,10.29
566,Oliva,ES,2020-12-23 03:10:31,38.92,-0.12,55.0,94,99,1.01
567,Khani,GE,2020-12-23 03:10:31,41.96,42.96,41.0,100,90,6.93
568,Caldwell,US,2020-12-23 03:10:31,43.66,-116.69,37.4,51,20,12.75
569,Goderich,CA,2020-12-23 03:10:32,43.75,-81.72,33.8,64,99,6.93
